标题,地址,户型,面积,朝向,装修情况,层数,建造时间,楼型,总价,每平米单价,关注人数,带看次数,发布时间,标签,详情链接
区政府 配套齐全 业主急售...,"中港华庭 , 区政府",1室1厅,50平米,东,,26层 ,,塔楼,19.8 万,3960 元,0,,,VR看装修 | 随时看房,https://hui.lianjia.com/ershoufang/105112984971.html
朝南向中间楼层看花园。安静舒适。,"星河丹堤S2区 , 南站新城",4室2厅,93.43平米,东南,毛坯,33层 ,,板塔结合,118 万,12630 元,0,,,VR看装修 | 房本满两年 | 随时看房,https://hui.lianjia.com/ershoufang/105112685026.html
吾悦商圈 南北通户型 配套成熟,"海惠花园二区 , 吾悦广场",3室2厅,124.04平米,南 北,毛坯,18层 ,,塔楼,55 万,4435 元,2,,,VR房源 | 房本满五年 | 随时看房,https://hui.lianjia.com/ershoufang/105118830141.html
户型方正，采光好，视野好，无遮挡,"新华联广场 , 大亚湾中心区",3室2厅,88.61平米,北,简装,32层 ,,板塔结合,50 万,5643 元,5,,,VR看装修 | 房本满五年 | 随时看房,https://hui.lianjia.com/ershoufang/105116105001.html
全新未住，业主诚意出售，南北向看花园，中间楼层,"龙湖天宸原著花园 , 河南岸",4室2厅,138.01平米,南,精装,中楼层(共33层) ,,塔楼,209 万,15144 元,1,,,VR看装修 | 随时看房,https://hui.lianjia.com/ershoufang/105118908790.html
过渡 入手 经济实惠 光线良好,"湖溪新苑 , 水口",3室2厅,90.94平米,东北,简装,高楼层(共8层) ,,板塔结合,27 万,2969 元,0,,,VR看装修 | 房本满五年,https://hui.lianjia.com/ershoufang/105119578520.html
精装修南北通透大4房2卫看一线江景无遮挡海伦湾,"海伦堡海伦湾 , 东平",4室2厅,131.92平米,南 北,精装,中楼层(共32层) ,,板塔结合,138 万,10461 元,0,,,VR看装修 | 房本满五年 | 随时看房,https://hui.lianjia.com/ershoufang/105120053667.html
一线临深金辉优步学府精装修3业主诚心急售,"金辉优步学府 , 白云新城",3室2厅,94.67平米,南,,32层 ,,板塔结合,59 万,6233 元,0,,,VR看装修 | 房本满两年 | 随时看房,https://hui.lianjia.com/ershoufang/105122013842.html
刚需实用户型，业主诚心出售，毛坯，有证，大社区,"光耀荷兰小城 , 陈江",3室2厅,80.19平米,北,毛坯,33层 ,,板塔结合,35 万,4365 元,0,,,VR看装修 | 房本满五年 | 随时看房,https://hui.lianjia.com/ershoufang/105114187200.html
海景城大4房2卫  精装带家私电器   滨海公园旁,"海景城 , 澳头",4室2厅,120.47平米,南,,33层 ,,板塔结合,70 万,5811 元,1,,,VR看装修 | 房本满五年 | 随时看房,https://hui.lianjia.com/ershoufang/105117534755.html
楼龄新，户型方正朝南，红本在手，业主诚心出售,"星河丹堤V2区 , 南站新城",3室2厅,100.1平米,南,毛坯,32层 ,,塔楼,100 万,9991 元,0,,,VR看装修 | 随时看房,https://hui.lianjia.com/ershoufang/105120433117.html
南北通三房两卫，采光好，安静，绿化舒适，生活便利。,"新力城二期 , 水口",3室2厅,117.86平米,东,毛坯,中楼层(共32层) ,,板楼,80 万,6788 元,0,,,VR看装修 | 房本满两年 | 随时看房,https://hui.lianjia.com/ershoufang/105121572991.html
正南向海景，视野开阔，户型方正，采光好，绿化高小区,"碧桂园十里银滩海悦湾 , 十里银滩",2室1厅,69.7平米,东南 南 西南,精装,30层 ,,板塔结合,29.8 万,4276 元,0,,,VR房源 | 房本满两年 | 随时看房,https://hui.lianjia.com/ershoufang/105117595023.html
户型好，价格便宜，适合居家  ，楼下有公交车站,"DADA的草地 , 大亚湾中心区",4室2厅,105.14平米,南 北,毛坯,32层 ,,板塔结合,30 万,2854 元,21,,,VR看装修 | 房本满五年 | 随时看房,https://hui.lianjia.com/ershoufang/105119491291.html
高品质大型小区、环境好，深圳与惠州交界处，楼层好,"牧云溪谷二期云尚 , 新圩",3室1厅,88.02平米,东南,精装,29层 ,,塔楼,109 万,12384 元,0,,21天以前发布,VR看装修 | 房本满五年 | 随时看房,https://hui.lianjia.com/ershoufang/105122344936.html
此房原值高，税费少  精装修 户型方正，采光好，,"荣盛御景澜湾 , 澳头",3室2厅,90.21平米,南,精装,33层 ,,板塔结合,47 万,5211 元,1,,,VR房源 | 房本满两年 | 随时看房,https://hui.lianjia.com/ershoufang/105121753359.html
中间楼层，刚需三房，采光充足，读德威,"中信水岸城7期 , 东江新城",3室2厅,88.5平米,南,毛坯,32层 ,,板塔结合,88 万,9944 元,1,,,VR看装修 | 房本满五年 | 随时看房,https://hui.lianjia.com/ershoufang/105118831535.html
房子是复式的，上下两层，已经做好阁楼,"龙光城南一期 , 龙光城",7室2厅,123.5平米,南,,30层 ,,板塔结合,93.8 万,7596 元,0,,,VR房源 | 随时看房,https://hui.lianjia.com/ershoufang/105120089929.html
山湖海上城4房2厅1卫    环境好  交通便利,"山湖海上城 , 惠东县城",4室2厅,116平米,南,精装,32层 ,,塔楼,52.8 万,4552 元,0,,,VR看装修 | 随时看房,https://hui.lianjia.com/ershoufang/105121846423.html
户型方正采光通透明亮，好楼层，东南朝向,"牧云溪谷·和悦府 , 新圩",4室2厅,115.67平米,东南,毛坯,31层 ,,板塔结合,127 万,10980 元,1,,,VR看装修 | 随时看房,https://hui.lianjia.com/ershoufang/105122081659.html
楼层好，视野开阔，采光好，通风好，税费少,"卓越东部蔚蓝海岸三期 , 西区新寮",3室2厅,84.97平米,南,毛坯,33层 ,,板塔结合,54 万,6356 元,0,,,VR看装修 | 房本满五年 | 随时看房,https://hui.lianjia.com/ershoufang/105121081211.html
名流印象3房，使用率高，可拎包入住的装修，随时看房,"名流印象 , 河南岸",3室2厅,88平米,东北,精装,中楼层(共23层) ,,板塔结合,63.8 万,7250 元,0,,,VR看装修 | 随时看房,https://hui.lianjia.com/ershoufang/105122155893.html
大亚湾，二房二厅，精装修，业主诚心卖,"当代上品湾花园 , 澳头",2室2厅,74平米,东南,精装,34层 ,,板塔结合,35 万,4730 元,0,,,VR看装修 | 房本满五年 | 随时看房,https://hui.lianjia.com/ershoufang/105121843686.html
此房满五年，小区安静，看房方便，业主诚心出售。,"德丰·五月花花园 , 西区新寮",1室1厅,31.14平米,南,精装,8层 ,,板塔结合,21 万,6744 元,0,,,VR看装修,https://hui.lianjia.com/ershoufang/105121320942.html
梵高的花园精装2房，南向看花园，楼层好，视野开阔,"梵高的花园 , 江北",2室1厅,85.14平米,南,,高楼层(共31层) ,,板塔结合,88 万,10336 元,0,,,VR房源 | 房本满两年,https://hui.lianjia.com/ershoufang/105121725366.html
乙府标准大3房，朝南安静，附带一个200平独立大露台,"隆生西江花园 , 东江新城",3室2厅,121.76平米,南,,低楼层(共28层) ,,塔楼,148 万,12156 元,0,,27天以前发布,VR房源 | 随时看房,https://hui.lianjia.com/ershoufang/105122298718.html
中信水岸城 一线江景  无遮挡  全新毛坯  通风好,"中信水岸城二三期 , 东江新城",4室2厅,170平米,南 北,毛坯,29层 ,,板楼,177 万,10412 元,2,,,VR房源 | 随时看房,https://hui.lianjia.com/ershoufang/105119799624.html
雅居乐御宾府毛坯三房业主诚意出售,"御宾府 , 龙丰",3室2厅,109平米,南 北,毛坯,高楼层(共29层) ,,塔楼,80 万,7340 元,3,,,VR看装修 | 房本满五年 | 随时看房,https://hui.lianjia.com/ershoufang/105112969723.html
鼎峰国汇山 大花园社区 精装修南北4房 视野好 安静,"鼎峰国汇山 , 江北",4室2厅,124.75平米,南,精装,低楼层(共28层) ,,板塔结合,159 万,12746 元,0,,,VR房源 | 房本满五年,https://hui.lianjia.com/ershoufang/105122106902.html
业主诚心出售 次新小区 朝南向 采光好 户型靓,"东方铂悦府 , 新行政区",3室2厅,89.79平米,东南,毛坯,29层 ,,板塔结合,60 万,6683 元,0,,,VR看装修 | 房本满两年 | 随时看房,https://hui.lianjia.com/ershoufang/105121382595.html
山姆会员店旁世纪金湖花园 小区环境安静,"世纪金湖花园 , 河南岸",4室2厅,116.79平米,南,毛坯,31层 ,,板塔结合,108 万,9248 元,0,,,VR看装修 | 随时看房,https://hui.lianjia.com/ershoufang/105113811126.html
格局方正，视野开阔，朝南 近地铁低总价买到三房,"天域花园 , 白云新城",3室2厅,71.94平米,南,毛坯,17层 ,,塔楼,32.8 万,4560 元,1,,,VR看装修 | 随时看房,https://hui.lianjia.com/ershoufang/105122148602.html
南贸花园 88平带装修三房 钥匙看房诚心出售,"南贸花园 , 水口",3室2厅,88平米,东南,,中楼层(共17层) ,,塔楼,69 万,7841 元,0,,,VR看装修 | 随时看房,https://hui.lianjia.com/ershoufang/105122150719.html
业主房子诚心出售，楼层好，方便看房,"东方铂悦府 , 新行政区",3室2厅,87.34平米,南,毛坯,32层 ,,板塔结合,61 万,6985 元,1,,,VR看装修 | 房本满两年 | 随时看房,https://hui.lianjia.com/ershoufang/105117849073.html
户型方正采光好 面积使用率高 大阳台 精装修,"中兴佳苑 , 大亚湾中心区",4室2厅,108.9平米,南 北,,26层 ,,塔楼,42 万,3857 元,1,,20天以前发布,VR看装修 | 房本满五年 | 随时看房,https://hui.lianjia.com/ershoufang/105122347998.html
儿童公园 比亚迪御蓝湾南北通毛坯四房,"御蓝湾花园 , 万达",4室2厅,101.14平米,南 北,毛坯,17层 ,,板塔结合,58 万,5735 元,2,,,VR看装修 | 房本满五年 | 随时看房,https://hui.lianjia.com/ershoufang/105115861812.html
中洲云睿府，三房，次新房，山姆会员店，金山湖医院,"中洲云睿府 , 河南岸",3室2厅,88.27平米,南,毛坯,30层 ,,塔楼,80 万,9064 元,0,,,VR看装修 | 房本满两年 | 随时看房,https://hui.lianjia.com/ershoufang/105122104828.html
户型方正，采光好，视野好，无遮挡,"听涛雅苑 , 大亚湾中心区",2室1厅,32.77平米,东,简装,7层 ,,板塔结合,19.2 万,5860 元,0,,,VR房源 | 房本满五年 | 随时看房,https://hui.lianjia.com/ershoufang/105119739112.html
马安曦江润府 3房 毛坯房 诚意出售,"曦江润府 , 东江新城",3室1厅,96.49平米,南,,中楼层(共33层) ,,塔楼,115 万,11919 元,1,,,VR看装修 | 房本满两年 | 随时看房,https://hui.lianjia.com/ershoufang/105120149116.html
红本在手无欠款、中间楼层、装修直接拎包入住,"中兴佳苑 , 大亚湾中心区",4室2厅,109.73平米,南,精装,26层 ,,塔楼,48.8 万,4448 元,1,,,VR看装修 | 房本满五年 | 随时看房,https://hui.lianjia.com/ershoufang/105114929727.html
近佳兆业 金世界花园三房 朝南采光好 小区配套成熟,"金世界花园 , 江北",3室2厅,125.44平米,南,简装,16层 ,,板塔结合,75 万,5979 元,0,,16天以前发布,VR房源 | 随时看房,https://hui.lianjia.com/ershoufang/105122389846.html
看房方便视野开阔无遮挡，看园林，安静不吵,"金悦华府 , 东江新城",4室2厅,117平米,东 东南,毛坯,低楼层(共25层) ,,塔楼,108 万,9231 元,0,,,VR看装修 | 随时看房,https://hui.lianjia.com/ershoufang/105122243574.html
一线临深大盘隆腾盛世五房毛坯诚意出售,"隆腾盛世 , 新圩",5室2厅,129.55平米,南,,31层 ,,板塔结合,135 万,10421 元,0,,,VR看装修 | 房本满两年 | 随时看房,https://hui.lianjia.com/ershoufang/105119576577.html
万达商圈龙光玖龙湾花园106平米四房业主诚意出售,"龙光玖龙湾 , 万达",3室2厅,106平米,南 北,,30层 ,,板塔结合,71 万,6699 元,0,,31天以前发布,VR看装修 | 随时看房,https://hui.lianjia.com/ershoufang/105122252135.html
口岸路 精装三房   业主诚意出售,"海宇·连城国际 , 麦地",3室2厅,99.66平米,东北 北,精装,低楼层(共17层) ,,板塔结合,59.8 万,6001 元,9,,,VR看装修 | 房本满五年,https://hui.lianjia.com/ershoufang/105118371719.html
万达旁边三房，视野好，业主诚心购买新物业，诚心出售,"中萃花城湾 , 万达",3室2厅,84.14平米,北,精装,17层 ,,板塔结合,63.8 万,7583 元,0,,,VR看装修 | 房本满五年 | 随时看房,https://hui.lianjia.com/ershoufang/105121102162.html
壹城五期 五一天虹 体育馆 天益城,"壹城中心1区 , 陈江",4室2厅,125平米,南 北,精装,中楼层(共32层) ,,塔楼,125 万,10000 元,0,,,VR看装修 | 房本满两年,https://hui.lianjia.com/ershoufang/105121672971.html
业主急售 户型方正采光好 面积使用率高,"康汇花园 , 大亚湾中心区",3室2厅,131.77平米,南 北,,13层 ,,板塔结合,40 万,3036 元,6,,,VR看装修 | 房本满五年 | 随时看房,https://hui.lianjia.com/ershoufang/105121190057.html
临深 精装4房 户型方正 业主诚心出售,"华策御水花园 , 龙光城",4室2厅,125.74平米,南 北,精装,低楼层(共30层) ,,板塔结合,77 万,6124 元,2,,,VR看装修 | 随时看房,https://hui.lianjia.com/ershoufang/105121902630.html
"东平  东湖苑 精装2房  单价低,诚意出售","東湖苑 , 东平",2室2厅,88.23平米,西北,简装,高楼层(共18层) ,,板塔结合,38 万,4307 元,1,,,VR看装修 | 房本满五年,https://hui.lianjia.com/ershoufang/105117614021.html
板楼户型方正实用，109平南北通双阳台，急售可谈价,"新力城一期 , 水口",3室2厅,109.28平米,南,毛坯,低楼层(共27层) ,,板楼,70 万,6406 元,0,,,VR看装修 | 房本满两年 | 随时看房,https://hui.lianjia.com/ershoufang/105120424988.html
中间楼层，视野开阔，采光充足，配套设施全，交通便利,"家悦龙庭 , 万达",1室2厅,48.3平米,东南,毛坯,28层 ,,塔楼,29.8 万,6170 元,0,,,VR看装修 | 房本满两年 | 随时看房,https://hui.lianjia.com/ershoufang/105114957007.html
汇显城市公园，朝南看花园，安静光线好。,"汇显城市公园 , 汝湖",3室2厅,108平米,南,毛坯,27层 ,,板楼,68 万,6297 元,1,,,VR看装修 | 房本满五年 | 随时看房,https://hui.lianjia.com/ershoufang/105118805797.html
中高楼层看湖，楼下配套齐全，背包小区！,"星河丹堤F区 , 南站新城",3室1厅,89.49平米,北,精装,34层 ,,板塔结合,79 万,8828 元,4,,,VR房源 | 随时看房,https://hui.lianjia.com/ershoufang/105119884897.html
金鼎雅苑全新毛坯房东诚意出售，随时可以看房,"金鼎雅苑 , 江北",3室2厅,87.47平米,南,毛坯,高楼层(共33层) ,,塔楼,85 万,9718 元,0,,,VR看装修 | 房本满五年 | 随时看房,https://hui.lianjia.com/ershoufang/105120165347.html
业主诚心出售，没有欠款，户型方正,"天域花园 , 白云新城",3室2厅,71.94平米,南,精装,17层 ,,板塔结合,42.8 万,5950 元,3,,,VR房源 | 房本满五年,https://hui.lianjia.com/ershoufang/105121178253.html
此房在二楼、装修良好、实际使用面积大于38平、,"乐华新村 , 开城大润发",2室1厅,38.1平米,南,,低楼层(共8层) ,,塔楼,13 万,3413 元,5,,,VR看装修,https://hui.lianjia.com/ershoufang/105122057929.html
近沙田地铁站，大社区 大阳台，淡水河,"九洲玉带湾 , 白云新城",4室2厅,112.74平米,南,毛坯,33层 ,,板塔结合,66 万,5855 元,1,,,VR看装修 | 房本满两年 | 随时看房,https://hui.lianjia.com/ershoufang/105120070647.html
户型方正，楼层好，视野好，配套齐全,"龙光城北十二期 , 龙光城",4室2厅,109.4平米,南 东,精装,32层 ,,板塔结合,98 万,8958 元,0,,,VR看装修 | 房本满五年 | 随时看房,https://hui.lianjia.com/ershoufang/105117562118.html
业主诚心出售、无个税、没有欠款、新小区,"合生时代城 , 比亚迪商圈",2室2厅,79平米,南,,18层 ,,板塔结合,50 万,6330 元,0,,,VR看装修 | 房本满两年,https://hui.lianjia.com/ershoufang/105121422267.html
朝南向采光好，原值高税费少，万达西区一 小交通便利,"仁和卫城 , 万达",3室2厅,126.31平米,南 北,毛坯,16层 ,,板塔结合,63 万,4988 元,1,,,VR看装修 | 房本满五年 | 随时看房,https://hui.lianjia.com/ershoufang/105117169859.html
哇塞！碧桂园盛汇宝藏三房 精装美宅 谁能不心动呀！,"碧桂园盛汇 , 龙丰",3室2厅,96.04平米,南,精装,低楼层(共32层) ,,塔楼,82.8 万,8622 元,0,,,VR看装修 | 房本满五年 | 随时看房,https://hui.lianjia.com/ershoufang/105121126965.html
标准3房两卫业主诚意出售，看房有钥匙,"熙龙花园 , 河南岸",3室2厅,132.56平米,南,精装,18层 ,,板塔结合,85 万,6413 元,1,,16天以前发布,VR房源 | 房本满五年,https://hui.lianjia.com/ershoufang/105122392114.html
邻儿童公园 万达 次新小区 精装 两房 家私齐全 急售,"家悦龙庭 , 万达",2室2厅,57.59平米,南,精装,28层 ,,塔楼,49 万,8509 元,2,,,VR房源 | 随时看房,https://hui.lianjia.com/ershoufang/105121549239.html
东平大社区，楼层好，电梯房，通风好,"颐景花园 , 东平",3室2厅,107.34平米,东南,简装,中楼层(共10层) ,,板楼,89 万,8292 元,2,,,VR看装修 | 房本满五年,https://hui.lianjia.com/ershoufang/105118724049.html
老小区已经改造好，3居室直接可入住。,"侨富花园 , 草洋新区",3室2厅,116.81平米,南,简装,8层 ,,板塔结合,17.5 万,1499 元,5,,,VR看装修 | 房本满两年 | 随时看房,https://hui.lianjia.com/ershoufang/105122035637.html
格局方正，精装修，可拎包入住，,"海员新村 , 下角",3室1厅,70.29平米,南,精装,9层 ,,板塔结合,25.5 万,3628 元,1,,,VR看装修 | 房本满两年,https://hui.lianjia.com/ershoufang/105122073695.html
业主诚心出售，视野开阔欢迎多多转介,"晶地里程花园 , 西区新寮",3室2厅,90.63平米,南 北,精装,33层 ,,塔楼,57 万,6290 元,1,,,VR房源 | 随时看房,https://hui.lianjia.com/ershoufang/105121099133.html
惠阳站旁花园社区，山景两房，感受亲近自然的空气,"惠阳雅居乐花园一期 , 南站新城",2室2厅,77.29平米,东,毛坯,24层 ,,板塔结合,28.3 万,3662 元,1,,,VR看装修 | 房本满五年 | 随时看房,https://hui.lianjia.com/ershoufang/105115215472.html
临深央企保利阳光城93平精装四房,"保利阳光城二期 , 白云新城",4室2厅,92.57平米,北,精装,32层 ,,板塔结合,66.8 万,7217 元,0,,,VR看装修 | 房本满五年 | 随时看房,https://hui.lianjia.com/ershoufang/105121747632.html
鑫月御景湾精装三房 户型方正 中间楼层 采光视野好,"鑫月御景湾 , 陈江",3室2厅,86平米,东南 南,,32层 ,,塔楼,53 万,6163 元,1,,,VR看装修 | 随时看房,https://hui.lianjia.com/ershoufang/105118352484.html
合生大社区三房，视野开阔，采光好,"合生·上观国际 , 水口",3室2厅,92.04平米,西南,精装,低楼层(共32层) ,,板楼,83 万,9018 元,1,,,VR看装修 | 房本满两年 | 随时看房,https://hui.lianjia.com/ershoufang/105121951824.html
海伦堡项目房子格局好 南北通 高楼层景观好 看房方便,"海伦堡爱Me城市 , 澳头",4室2厅,124.99平米,南,毛坯,32层 ,,板塔结合,78 万,6241 元,0,,,VR看装修 | 房本满五年 | 随时看房,https://hui.lianjia.com/ershoufang/105112715863.html
隆生大社区 近天益城 朝南向 千米楼间距 视野开阔,"隆生仲恺花园3区 , 陈江",3室2厅,110.47平米,南,毛坯,中楼层(共33层) ,,塔楼,73 万,6609 元,0,,,VR看装修 | 房本满两年 | 随时看房,https://hui.lianjia.com/ershoufang/105120457163.html
全新精装修三房，带家私电器出售，高层采光通风无暗房,"新力城二期 , 水口",3室2厅,89.88平米,南,精装,高楼层(共31层) ,,板楼,66.6 万,7410 元,0,,,VR看装修 | 房本满五年 | 随时看房,https://hui.lianjia.com/ershoufang/105119905264.html
碧桂园山河城 3室2厅 北,"碧桂园山河城 , 三和经济开发区",3室2厅,92.32平米,北,精装,18层 ,,板塔结合,32.8 万,3553 元,0,,18天以前发布,VR看装修 | 随时看房,https://hui.lianjia.com/ershoufang/105122368563.html
鑫月城三房大社区自带游泳池轻轨物业,"鑫月御景湾 , 陈江",3室2厅,86.72平米,南,精装,32层 ,,塔楼,49 万,5651 元,0,,,VR看装修 | 房本满五年 | 随时看房,https://hui.lianjia.com/ershoufang/105118809325.html
三远大爱城精装，宽敞明亮，户型方正，适合居家,"三远大爱城 , 吾悦广场",3室2厅,88.67平米,南,精装,32层 ,,板塔结合,57 万,6429 元,9,,,VR房源 | 房本满五年 | 随时看房,https://hui.lianjia.com/ershoufang/105112846937.html
满五唯一采光好户型好业主诚意出售,"海伦堡爱Me城市 , 澳头",3室2厅,109.5平米,南 北,毛坯,32层 ,,板塔结合,59 万,5389 元,0,,,VR看装修 | 房本满五年 | 随时看房,https://hui.lianjia.com/ershoufang/105120190091.html
采光通风效果好，业主诚意出售，小区舒服..........,"惠州星河盛世 , 白云新城",4室2厅,115.11平米,东南 南,毛坯,33层 ,,板塔结合,78 万,6777 元,1,,,VR看装修 | 房本满两年 | 随时看房,https://hui.lianjia.com/ershoufang/105112985871.html
华基江山业主急售价格看上可聊户型方正生活方便,"华基江山 , 博罗中心区",3室2厅,80平米,南,毛坯,低楼层(共28层) ,,板塔结合,30 万,3750 元,0,,,VR看装修 | 房本满五年 | 随时看房,https://hui.lianjia.com/ershoufang/105121193420.html
恒大紫荆学府棕榈岛 3室2厅 南,"恒大紫荆学府棕榈岛 , 白云新城",3室2厅,103平米,南,精装,中楼层(共32层) ,,板塔结合,75 万,7282 元,0,,,VR看装修 | 随时看房,https://hui.lianjia.com/ershoufang/105115250138.html
臻誉府旁、自住精装修，朝南的！采光良好,"鑫月御景湾 , 陈江",3室2厅,86.08平米,东南,精装,32层 ,,塔楼,50 万,5809 元,0,,,VR看装修 | 房本满五年,https://hui.lianjia.com/ershoufang/105121564214.html
临14号地铁沙田站 ，次新房户型方正， 业主诚心出售,"壹方天第 , 白云新城",3室2厅,112.48平米,西南,精装,34层 ,,板塔结合,73 万,6491 元,2,,,VR看装修 | 随时看房,https://hui.lianjia.com/ershoufang/105113461928.html
临深地铁口，大三房，户型方正，无个税，无增值税！,"锦地繁花骏园 , 西区新寮",3室2厅,98平米,南,毛坯,30层 ,,板塔结合,61 万,6225 元,0,,,VR房源 | 随时看房,https://hui.lianjia.com/ershoufang/105120618274.html
此房全新无住过人，产权无欠款，中楼层视野开阔,"小径海岸城花园 , 霞涌",2室2厅,69.89平米,南 北 东北,简装,33层 ,,板塔结合,28.5 万,4078 元,3,,,VR看装修 | 房本满五年 | 随时看房,https://hui.lianjia.com/ershoufang/105119134000.html
